Time,Wind speed - at the height of wheel hub(m/s),Wind direction - at the height of wheel hub (˚),Relative humidity (%),Power (MW)
2019-01-09 12:00:00,0.07675,241.7665,50.64825,0.320288
2019-01-09 13:00:00,0.917,113.5025,42.166,0.3314795
2019-01-09 14:00:00,1.45275,56.883500000000005,47.684,0.34071675
2019-01-09 15:00:00,2.0380000000000003,81.66675000000001,54.63175,0.34213775
2019-01-09 16:00:00,1.650875,197.925,57.08025,0.31371499999999997
2019-01-09 17:00:00,1.94975,146.4665,58.4625,0.385127
2019-01-09 18:00:00,1.51925,244.74175,67.60525,0.34426975
2019-01-09 19:00:00,0.348125,339.1415,76.57325,0.31939975
2019-01-09 20:00:00,1.7935,239.35,75.51175,0.337164
2019-01-09 21:00:00,1.033,244.046,70.108,0.34462475
2019-01-09 22:00:00,2.48075,218.56675,72.688,0.32916975
2019-01-09 23:00:00,2.9545,235.14175,66.768,0.331657
2019-01-10 00:00:00,4.072,217.23325,64.63725,1.4996507499999998
2019-01-10 01:00:00,4.32575,217.2665,66.06675,3.783412
2019-01-10 02:00:00,3.44075,226.43325,63.853,3.0948729999999998
2019-01-10 03:00:00,4.149,200.81675,65.99475000000001,1.06389575
2019-01-10 04:00:00,3.77,191.43325,62.429249999999996,0.51533825
2019-01-10 05:00:00,3.2455,205.05,64.184,0.14175825
2019-01-10 06:00:00,0.8995,126.4085,64.09049999999999,0.31566925
2019-01-10 07:00:00,0.989,125.025,68.05875,0.314781
2019-01-10 08:00:00,0.55625,124.0835,64.72275,0.31620225
2019-01-10 09:00:00,1.085875,128.5325,56.95975,0.32828175000000004
2019-01-10 10:00:00,1.78875,146.2415,53.5785,0.337519
2019-01-10 11:00:00,0.8791249999999999,171.35825,52.24125,0.32224225
2019-01-10 12:00:00,2.60875,83.53325,45.4585,1.5692865
2019-01-10 13:00:00,4.15825,63.27499999999999,50.72275,6.29704175
2019-01-10 14:00:00,4.167,68.08324999999999,54.16275,6.8171765
2019-01-10 15:00:00,4.0565,69.875,54.83475,4.8183525
2019-01-10 16:00:00,3.2255000000000003,67.34175,60.1865,3.3659542499999997
2019-01-10 17:00:00,3.933,70.85,65.65325,5.22337575
2019-01-10 18:00:00,2.3367500000000003,73.10849999999999,71.66925,1.22448425
2019-01-10 19:00:00,0.48675,46.0,79.07475,0.31549150000000004
2019-01-10 20:00:00,0.09250000000000001,34.5,81.9255,0.32828175
2019-01-10 21:00:00,0.179,264.25,83.048,0.32259725
2019-01-10 22:00:00,1.8609999999999998,274.79175,78.87325,0.33183474999999996
2019-01-10 23:00:00,2.2792499999999998,172.7835,78.28025,0.3527965
2019-01-11 00:00:00,0.487875,229.5705,79.22274999999999,0.33325575
2019-01-11 01:00:00,0.24575,295.9835,79.424,0.33396625
2019-01-11 02:00:00,0.17975,295.95825,75.46549999999999,0.3243735
2019-01-11 03:00:00,1.034,263.30825,74.1735,0.32686075000000003
2019-01-11 04:00:00,3.71075,254.46699999999998,72.58125,1.99491575
2019-01-11 05:00:00,3.01425,294.95,70.1985,1.1557365
2019-01-11 06:00:00,2.35625,274.33325,67.8825,0.202334
2019-01-11 07:00:00,3.01925,257.6415,68.4375,1.0246369999999998
2019-01-11 08:00:00,4.0205,236.0,74.26650000000001,5.0528395
2019-01-11 09:00:00,3.0065,249.842,75.89325,0.46524350000000003
2019-01-11 10:00:00,2.6375,245.88299999999998,68.29325,0.49064625
2019-01-11 11:00:00,2.797,249.82525,60.06925,0.1474425
2019-01-11 12:00:00,3.1559999999999997,321.06675,60.728,0.11226925
2019-01-11 13:00:00,2.4299999999999997,329.28325,57.1425,0.31051775
2019-01-11 14:00:00,2.443,315.63325,56.675,0.24532325
2019-01-11 15:00:00,1.3002500000000001,174.78325,55.3295,0.28991125
2019-01-11 16:00:00,1.45825,313.8335,56.14525,0.28920049999999997
2019-01-11 17:00:00,0.794,159.1835,57.162499999999994,0.29026625
2019-01-11 18:00:00,1.3952499999999999,79.89175,66.864,0.29559599999999997
2019-01-11 19:00:00,0.7675,128.05825,70.85075,0.304833
2019-01-11 20:00:00,3.1900000000000004,211.56674999999998,69.72525,0.396496
2019-01-11 21:00:00,4.04675,213.8415,73.90950000000001,0.31851125
2019-01-11 22:00:00,0.591125,195.64175,73.3785,0.31016225
2019-01-11 23:00:00,2.1645,134.61675,74.648,0.23200025000000002
2019-01-12 00:00:00,2.37725,78.26650000000001,73.584,0.21103850000000002
2019-01-12 01:00:00,2.27375,62.80825,80.4695,0.23786225
2019-01-12 02:00:00,1.635875,73.875,81.6135,0.32650524999999997
2019-01-12 03:00:00,1.204,143.15,78.848,0.331124
2019-01-12 04:00:00,0.92975,236.6585,71.49075,0.32224175
2019-01-12 05:00:00,0.52725,248.35825,67.82675,0.31868925000000004
2019-01-12 06:00:00,2.63725,295.425,66.4305,0.30412249999999996
2019-01-12 07:00:00,2.683,281.38325,70.8545,0.28085150000000003
2019-01-12 08:00:00,2.71675,271.73325,69.45875,0.13767200000000002
2019-01-12 09:00:00,1.69625,229.8645,68.32075,0.30820824999999996
2019-01-12 10:00:00,1.52675,212.7,61.0295,0.33787449999999997
2019-01-12 11:00:00,0.28900000000000003,179.7335,55.3625,0.33609775
2019-01-12 12:00:00,0.262,70.93325,48.96275,0.32117625
2019-01-12 13:00:00,0.70525,70.39175,42.354749999999996,0.31193875
2019-01-12 14:00:00,1.62225,61.06675,42.99475,0.31193875
2019-01-12 15:00:00,2.36125,34.17525,44.314499999999995,0.22915775
2019-01-12 16:00:00,1.615,33.6915,47.0905,0.31300475
2019-01-12 17:00:00,1.3719999999999999,76.6585,48.802749999999996,0.2941745
2019-01-12 18:00:00,0.6546666666666666,80.0,54.928,0.29666175
2019-01-12 19:00:00,0.18508333333333332,79.98349999999999,60.31725,0.29985924999999997
2019-01-12 20:00:00,0.655125,94.7585,63.686499999999995,0.3101625
2019-01-12 21:00:00,3.444,309.93325,70.39750000000001,0.49579775000000004
2019-01-12 22:00:00,2.674,303.49175,70.152,0.371271
2019-01-12 23:00:00,3.7055,311.48325,71.28925,2.8014087500000002
2019-01-13 00:00:00,3.56975,265.46675,73.76675,3.0504625
2019-01-13 01:00:00,4.5657499999999995,226.9,73.62950000000001,7.58885175
2019-01-13 02:00:00,4.79725,238.35,71.1705,9.03823025
2019-01-13 03:00:00,6.958,248.43349999999998,62.8425,30.1099075
2019-01-13 04:00:00,6.666,244.4125,56.92,27.78226775
2019-01-13 05:00:00,5.4567499999999995,252.7585,58.03075,19.624785
2019-01-13 06:00:00,8.158249999999999,270.43325,59.81725,39.2351815
2019-01-13 07:00:00,8.102500000000001,248.37925,64.496,45.66936325
2019-01-13 08:00:00,7.115,243.56675,67.43175,37.66589375
2019-01-13 09:00:00,8.401,248.87075,69.39725,46.134072
2019-01-13 10:00:00,8.173,244.721,64.91975000000001,47.0570995
2019-01-13 11:00:00,6.2165,261.41675,58.68675,29.47483725
2019-01-13 12:00:00,9.9445,270.00425,57.430749999999996,58.5014865
2019-01-13 13:00:00,10.63575,264.99175,53.63475,67.98932725
2019-01-13 14:00:00,9.85075,275.79575,52.226749999999996,67.958416
2019-01-13 15:00:00,9.96075,269.3625,50.125,55.492057
2019-01-13 16:00:00,9.7445,274.82475,49.3785,53.369594
2019-01-13 17:00:00,7.833,261.7665,50.8,41.678641
2019-01-13 18:00:00,8.2375,249.6125,54.2735,52.3980735
2019-01-13 19:00:00,8.38875,234.41675,59.261250000000004,49.20567525
2019-01-13 20:00:00,7.21975,232.96675,65.23474999999999,33.0843385
2019-01-13 21:00:00,7.1345,232.81674999999998,67.416,31.011438
2019-01-13 22:00:00,6.19425,230.41649999999998,68.4985,22.04923875
2019-01-13 23:00:00,5.83225,222.55825,70.64250000000001,14.3580655
2019-01-14 00:00:00,5.37875,227.61675,71.65875,11.55594575
2019-01-14 01:00:00,4.8215,223.1585,70.88550000000001,8.63835875
2019-01-14 02:00:00,3.81725,215.99175,71.01875,3.0142235
2019-01-14 03:00:00,3.61275,213.07475,71.2345,2.198138
2019-01-14 04:00:00,3.41425,204.975,72.82675,0.71944875
2019-01-14 05:00:00,2.3645,195.44175,73.9945,0.286536
2019-01-14 06:00:00,2.235,183.59175,71.61075,0.25473825
2019-01-14 07:00:00,3.34225,169.95825,71.816,0.92586825
2019-01-14 08:00:00,2.8675,153.34975,70.941,2.793948
2019-01-14 09:00:00,3.43725,143.84175,67.64825,5.18305075
2019-01-14 10:00:00,3.766,153.217,63.074749999999995,10.93366675
2019-01-14 11:00:00,5.5264999999999995,131.25825,41.05075,24.6380105
2019-01-14 12:00:00,7.1122499999999995,107.46675,35.952,40.9405405
2019-01-14 13:00:00,5.6095,82.04175000000001,32.99975,18.616668
2019-01-14 14:00:00,5.223,78.2165,39.48925,14.53588425
2019-01-14 15:00:00,7.207,80.117,34.05475,38.5851895
2019-01-14 16:00:00,4.919,81.7085,46.5,12.99271125
2019-01-14 17:00:00,2.932,88.1,58.0585,4.96845975
2019-01-14 18:00:00,4.46475,80.3,65.584,8.177734000000001
2019-01-14 19:00:00,3.7235,90.625,74.304,13.7247725
2019-01-14 20:00:00,4.4975,79.89175,75.0615,14.417752499999999
2019-01-14 21:00:00,4.885,89.61675,72.52525,31.329594750000002
2019-01-14 22:00:00,6.47375,88.5085,58.6,54.960376749999995
2019-01-14 23:00:00,9.245000000000001,87.8165,48.384,53.35840425
2019-01-15 00:00:00,8.6005,94.6585,50.936,33.314562
2019-01-15 01:00:00,6.54,83.64150000000001,55.93625,16.9267635
2019-01-15 02:00:00,5.65025,82.19175,56.352,19.76494325
2019-01-15 03:00:00,5.7947500000000005,96.53325000000001,50.855999999999995,40.45539975
2019-01-15 04:00:00,7.77775,98.20824999999999,51.464,54.945453
2019-01-15 05:00:00,7.75425,98.917,54.0,48.5995615
2019-01-15 06:00:00,6.41775,98.2835,53.2855,48.4778775
2019-01-15 07:00:00,5.4055,92.35825,49.75725,42.315664
2019-01-15 08:00:00,5.7065,88.1335,47.2,42.59420675
2019-01-15 09:00:00,6.15475,92.9585,46.389250000000004,52.59792025
2019-01-15 10:00:00,6.392,86.9335,44.7255,38.8765225
2019-01-15 11:00:00,8.298,87.8835,41.2215,66.0878515
2019-01-15 12:00:00,8.311499999999999,95.4,38.348,78.0607215
2019-01-15 13:00:00,7.5995,94.21675,38.464,72.6776475
2019-01-15 14:00:00,7.885249999999999,93.83325,37.56125,70.46085425
2019-01-15 15:00:00,8.26925,89.69175,36.653,70.24892775000001
2019-01-15 16:00:00,6.7895,91.275,37.58525,51.6562415
2019-01-15 17:00:00,7.8149999999999995,100.7835,38.698750000000004,60.651126250000004
2019-01-15 18:00:00,6.48025,106.2,43.9015,37.97783375
2019-01-15 19:00:00,6.17925,77.95,52.98675,19.811664
2019-01-15 20:00:00,5.61025,81.55,55.4135,25.795879
2019-01-15 21:00:00,5.1855,85.03325,59.296,25.524974999999998
2019-01-15 22:00:00,3.556,89.7,64.43975,17.808221
2019-01-15 23:00:00,3.008,87.55000000000001,63.37325,12.777765
2019-01-16 00:00:00,3.1405000000000003,82.95,67.50675,3.76529275
2019-01-16 01:00:00,3.1812500000000004,86.24975,69.78675,5.83357475
2019-01-16 02:00:00,2.9859999999999998,97.86675,71.1625,6.0362635
2019-01-16 03:00:00,1.9845000000000002,98.7165,70.49075,1.277421
2019-01-16 04:00:00,3.5892500000000003,74.3665,68.69324999999999,4.2939542500000005
2019-01-16 05:00:00,3.568,101.042,73.36250000000001,6.96195475
2019-01-16 06:00:00,3.477,113.06675,72.336,5.856668
2019-01-16 07:00:00,2.8365,84.84175,69.936,3.910959
2019-01-16 08:00:00,0.803375,116.2585,70.5865,0.7825114999999999
2019-01-16 09:00:00,0.875375,68.55825,70.91325,0.30483325
2019-01-16 10:00:00,1.92575,96.13125,66.49575,0.26788375
2019-01-16 11:00:00,1.6804999999999999,150.38524999999998,58.594500000000004,0.24567850000000002
2019-01-16 12:00:00,3.31225,78.125,54.4535,1.7201039999999999
2019-01-16 13:00:00,3.4837499999999997,61.6085,47.8455,2.15532625
2019-01-16 14:00:00,3.69875,56.433499999999995,44.1945,4.756533
2019-01-16 15:00:00,3.779,76.9,44.67475,2.52748575
2019-01-16 16:00:00,2.7245,60.77525,44.21325,0.650879
2019-01-16 17:00:00,3.53525,67.82475,46.39475,2.27683325
2019-01-16 18:00:00,2.72325,45.3835,55.53875,1.33675325
2019-01-16 19:00:00,0.477,63.591750000000005,58.1735,0.194162
2019-01-16 20:00:00,2.58675,170.24175,56.27475,0.28014075
2019-01-16 21:00:00,0.1805,157.975,56.11725,0.27623274999999997
2019-01-16 22:00:00,0.7673749999999999,180.625,58.744,0.29985924999999997
2019-01-16 23:00:00,1.5928749999999998,323.86674999999997,54.31725,0.31122825
2019-01-17 00:00:00,1.4537499999999999,255.3415,56.119749999999996,0.3016355
2019-01-17 01:00:00,2.6575,262.825,57.04,0.367896
2019-01-17 02:00:00,3.05625,290.33325,57.3545,0.215657
2019-01-17 03:00:00,3.7165,257.67925,60.98525,3.929789
2019-01-17 04:00:00,4.011,265.90825,63.61475,5.873544
2019-01-17 05:00:00,5.37425,291.49175,63.8015,8.909973
2019-01-17 06:00:00,3.90475,262.05825,64.648,4.901311
2019-01-17 07:00:00,2.72775,249.3415,62.5305,2.42107825
